owner_id,owned_id,share
C007713,C009073,0.2070
P012510,C025597,0.7560
P011268,C027592,0.6090
C001959,C032366,0.2013
P005670,C011066,0.3030
P006487,C017117,0.7000
P001021,C020865,0.1482
P013728,C001232,0.1633
C91001240,C91001241,1.0000
P004613,C008412,0.4350
 C031980,C014614,0.7000
P013255,C023945,0.2248
C023330,C028866,0.3363
P013992,C006618,0.3835
P002002,C014009,0.3554
P013977,C014322,0.2383
P006801,C026015,0.0976
P010318,C016171,0.1642
P003044,C026289,0.3000
P003805,C029982,0.5552
C012771,C020405,0.2831
P000081,C033668,0.1725
P013977,C003507,0.0822
P002060,C019078,0.0653
P011001,C019672,0.4520
P006165,C010144,0.3000
C020122,C007154,0.1329
C024240,C000075,0.1055
P001891,C011746,0.1078
P009323,C027239,0.3000
P001429,C027925,0.5400
C034400,C033150,0.1464
C012466,C032661,0.0816
C033729,C025085,0.3000
P011789,C026269,1.0000
P003782,C009872,0.2882
P010583,C001966,0.4999
P009723,C008859,0.1125
P005905,C002669,0.7500
P010779,C029557,0.1892
P009396,C005252,0.0660
C024263,C025555,0.7000
C006682,C024296,0.2910
C009069,C027310,0.3710
P004649,C033560,0.1951
P000974,C022144,0.3000
C028782,C029431,0.3052
P006117,C025798,0.2108
P003459,C007895,0.3000
P000090,C018967,0.1328
P013195,C001437,0.7560
C000775,C026636,0.7000
P000135,C023916,0.5000
P013812,C001067,0.1500
P013428,C010067,0.1702
P012861,C011201,0.3318
P001322,C020207,0.1775
C010191,C019237,0.8500
C009616,C034676,0.7000
P012098,C007330,0.3000
P005433,C032815,0.5228
C032258,C025843,0.5000
P011471,C018036,0.1277
C001755,C014715,0.3000
P002316,C003231,0.3427
C012462,C031902,0.4015
P008026,C017328,0.7000
P006249,C015161,0.1835
P009843,C022323,0.5400
C025938,C029880,0.3642
C012211,C029213,0.7000
C007674,C024067,0.1859
C028236,C008193,0.7000
P009315,C003554,0.6510
C001042,C003267,0.4883
C000631,C030161,0.7000
P000710,C006040,0.3000
C007004,C013732,0.3058
P008174,C020422,0.1725
P012638,C009497,0.7560
C022976,C024907,0.4960
C005252,C004900,0.1101
P007707,C034859,0.0748
P003584,C022859,0.2269
P009576,C018662,0.9300
P006156,C019377,0.5750
C026647,C010304,0.7000
P004743,C033313,0.7000
P000523,C029310,0.5000
C003506,C010926,0.7000
P003295,C012642,0.5001
P007588,C011741,0.1658
C003977,C006859,0.5000
C006519,C016006,0.1889
C022235,C030981,0.5000
C019715,C027281,0.3740
C000605,C034263,0.2620
C010241,C027993,0.4671
P012975,C024698,0.1791
P010386,C013114,0.4018
P007784,C009746,0.0169
P007638,C008793,0.4088
C013065,C006348,0.3610
P005274,C032723,0.2755
P011295,C031605,0.7500
P005305,C034841,0.1125
C023832,C017051,0.7000
C034686,C022902,0.7000
P003391,C006592,0.3003
C025735,C031195,0.1630
C014190,C018974,0.8500
P013220,C012814,0.3450
C008844,C021018,0.5000
P006822,C012330,0.0451
P005927,C011593,0.1500
P001102,C022999,0.4980
P011807,C034905,0.7500
P002941,C004973,0.3450
P013257,C009210,0.7000
C016212,C021800,0.5000
C015682,C034188,0.2755
P003283,C013745,0.0456
P011268,C024625,0.2293
C024232,C031771,0.3000
P009744,C020850,0.4031
P013464,C029758,0.1780
C009467,C011855,0.5353
P013928,C006194,0.2277
P004174,C026051,0.1643
C91001506,C91001507,1.0000
P011917,C022639,0.1674
C91000465,C91000466,1.0000
P013569,C007443,0.0823
C022135,C026484,0.0989
P000234,C022554 ,0.4570
P008801,C003992,0.0971
C033352,C008196,0.3193
P007624,C006543,0.1924
C029066,C012116,0.4041
P009673,C032486,0.1980
P007446,C009965,0.6399
P000999,C033912,0.2600
P005228,C033575,0.7500
P013052,C011611,0.3000
P005745,C007461,0.0414
P003266,C027755,1.0000
P006777,C032471,0.3000
P006503,C009209,0.5400
P008891,C023180,1.1500
P002244,C033090,0.2985
P011570,C020045,0.2157
P001221,C029986,0.2307
P001774,C007292,1.0000
P002808,C030798,0.4648
P003990,C017914,0.3000
C014350,C016859,0.3000
P002042,C000487,0.2610
C001691,C017958,0.7000
P013237,C026965,0.3450
P003318,C018474,0.3240
C003745,C034834,0.5000
P012538,C009118,0.0317
P010192,C008983,0.1914
P009892,C023690,0.4698
C013853,C007164,0.8500
P000809,C018212,0.5396
P006568,C001466,0.1811
C003851,C017563,0.3918
P003575,C034718,0.0494
P010198,C000944,0.3177
C000187,C000133,0.1095
P013438,C030510,0.4293
P011835,C034557,0.1680
P002280,C016918,0.2270
C006425,C013349,0.1050
C010011,C010735,0.1198
C023008,C011262,0.7000
C028312,C015378,0.0769
P011672,C024780,0.6319
P002670,C027461,0.0746
P002982,C006329,0.1202
C91000733,C91000734,1.0000
P002838,C030906,0.2639
P006159,C031221,0.4971
C018439,C017357,0.5000
C011505,C033996,0.3000
P007196,C017493,0.0582
P010100,C011045,0.7000
P014408,C000859,0.5750
C006096,C014498,0.2768
P001236,C025329,0.5000
C001319,C012498,0.3000
C91000715,C91000716,1.0000
P008417,C011138,0.1500
C000942,C004260,0.3000
P003399,C003541,0.0944
C91000527,C91000528,1.0000
P000891,C019047,0.1450
P008456,C008409,0.6090
C020840,C025112,0.0947
C001577,C018578,0.8500
P007380,C002091,0.1732
P013143,C014011,0.2525
P007428,C029724,0.2790
P008725,C004207,0.5249
P010192,C027911,0.6207
P008628,C018097,0.6641
P005102,C018634,0.3265
P005403,C016820,0.5400
C010951,C009719,0.5000
P012313,C023847,0.1305
P003524,C025657,0.1635
P002028,C005173,0.8700
C003214,C031991,0.4137
P008689,C019199,0.1843
P003240,C019305,0.1395
P012106,C028602,0.6279
C009498,C025290,0.0918
P008930,C009352,1.1500
P011701,C022691,0.2919
P011826,C027741,0.5067
P001226,C029687,0.8700
P005710,C027419,0.4650
P008395,C024791,0.1943
P001770,C029565,0.7560
C031781,C022543,0.1356
C031792,C023463,0.2801
P014628,C017161,0.2219
C030227,C009918,0.8500
P003492,C002945,0.4350
C006083,C005048,0.1223
P003957,C003456,0.2147
C026115,C031057,0.1621
P012816,C000437,0.1265
P003017,C013212,0.5000
P010057,C005820,0.1620
C91000631,C91000632,1.0000
C018233,C033344,0.2070
C019977,C017713,0.3000
P007808,C012048,0.3364
P014903,C034918,0.5213
C009451,C004976,0.5000
P008636,C024023,0.0165
P007422,C013760,0.1113
P003911,C016868,0.2214
P002185,C022639,0.3113
P007675,C018018,0.2808
P002740,C010395,0.6510
P004542,C016797,0.3450
C029036,C029447,0.3525
P004820,C024887,0.1395
P004431,C032683,0.3090
P014494,C034561,0.1219
P010193,C033891,0.0709
P001612,C014251,0.3240
P008040,C002464,0.0629
P004331,C005814,0.6090
P014431,C030796,0.5447
C002378,C011226,0.2920
C030168,C015093,0.1186
P013758,C009334,0.9300
C028644,C018522,0.8500
C004732,C019092,0.7000
P012567,C033325,1.0000
P000073,C025744,0.2610
P005084,C018390,0.0821
C026423,C007132,0.2901
C018629,C017951,0.7000
P013203,C004825,0.3681
P008862,C033684,0.3976
P008813,C034956,0.2433
P004177,C019238,0.0646
P014523,C034615,0.3788
P003553,C025282,0.1599
P000142,C028050,0.4650
P008018,C025486,0.3396
P009041,C005142,0.0922
C033297,C012115,0.2255
C004495,C031705,0.3981
P000146,C020815,0.5250
C005200,C030565,0.3000
C006783,C032194,0.5000
P004750,C009003,0.4130
P005885,C007967,0.2610
P009569,C006842,1.0000
P012708,C008488,0.1070
P006136,C029170,0.4350
P002158,C032963,0.2515
P005484,C012999,0.5008
C005409,C032551,0.0965
P014069,C021233,0.0485
P003976,C021146,0.3450
P002017,C019479,0.2827
C91001065,C91001066,1.0000
C001220,C018492,0.3000
C015013,C012051,0.2918
P013928,C031428,0.3285
P001714,C005983,0.2525
P001010,C028285,0.8700
C024138,C022694 ,0.5839
P007381,C006393,0.7000
P014343,C031823,0.1311
P010155,C000168,0.3000
C016492,C021608,0.3000
P001349,C018934,0.2920
P001841,C010740,0.0978
C001077,C027497,0.5000
P010598,C025505,0.0571
C010729,C013665,0.5000
C006005,C032568,0.8500
P011647,C003229,0.0870
C020699,C022207,0.3075
P014820,C004572,0.4147
C034453,C011850,0.2274
P014649,C003456,0.0618
P011889,C004950,0.1115
C026489,C024628,0.3201
P002025,C030816,0.7000
C033929,C004724,0.8500
C009271,C005827,0.8500
P003650,C002152,0.4970
P009726,C010536,0.2790
P001847,C027269,0.5967
P009281,C032296,0.1395
P004586,C006520,0.0364
P010261,C007751,0.2067
C009756,C010521,0.4422
P010138,C016977,0.7500
C028521,C002317,0.8500
C91001583,C91001584,1.0000
P002315,C021867,0.1500
 P014971,C022591,0.3118
C019270,C016159,0.1787
P008697,C011425,0.2768
C020291,C003739,0.5000
C030734,C017574,0.3000
P004731,C023378,0.3399
P013309,C017701,0.2145
C011581,C016047,0.3811
P004204,C018304,0.0701
P006921,C021667,0.5723
P001570,C031119,0.4078
P012468,C021042,0.1899
P004058,C004961,0.0986
P010249,C012255,0.5750
P014030,C018710,0.0449
P006136,C018387,0.3355
P007353,C013042,0.4520
P007941,C007862,0.3448
P001700,C005736,1.1500
C91001347,C91001348,1.0000
P000054,C004289,0.7560
P006685,C002745,0.0455
C013314,C006385,0.3000
P005381,C031668,0.1514
P011371,C033716,0.6000
C91001262,C91001263,1.0000
P014439,C024978,0.6336
C022293,C025915,0.7000
C001640,C017349,0.0933
P009937,C004713,0.3425
P006813,C007636,0.7560
P011415,C001987,0.1490
P002244,C002096,0.4916
P000083,C019570,0.2892
P002993,C005813,0.2465
P006588,C021665,0.9300
P014920,C006094,0.5250
C010379,C020785,0.7000
P009984,C012859,0.5400
P003918,C010173,0.5222
P004684,C031267,0.3160
C010736,C003832,0.5000
P003611,C032894,0.5754
C033966,C015523,0.5000
P001556,C019583,0.1827
C034988,C033602,0.3393
C015212,C016524,0.1522
P012007,C014631,0.2956
P003051,C001364,0.4586
P001345,C015999,0.1309
C026382,C021286,0.7000
P013805,C030346,0.8050
P005193,C031724,0.2707
P010147,C006909,0.5000
P004987,C021433,0.5079
P010739,C020319,0.8050
C001383,C004023,0.3087
P004239,C022727,0.0888
P008355,C015317,0.1029
C016934,C002606,0.5000
P005334,C000078,1.0000
C015773,C001564,0.1002
P002041,C029774,0.3222
P001562,C031335,1.0000
P014680,C008487,0.7500
C025404,C020386,0.3000
C011462,C012566,0.4969
C008307,C029996,0.3000
C034669,C011156,0.8500
P010887,C003890,0.7333
C021442,C014406,0.3170
P011725,C030926,0.3690
C034287,C000765,0.1352
P006564,C014095,0.3529
C019450,C007714,0.5000
P011275,C018971,0.0370
P006246,C031863,0.8700
P010682,C005466,0.4642
P003174,C003911,0.0915
P009746,C008252,0.0376
P014955,C001020,0.3240
C032604,C019931,0.2531
C017125,C013399,0.1751
P003406,C032491,1.0000
C023662,C033483,0.7000
P005296,C009332,0.1716
P002555,C012402,0.7000
P010479,C002591,1.0000
P009703,C027783,0.1129
P009597,C001323,0.2683
P001789,C025104,0.1037
P009506,C030237,0.2610
C019115,C007493,0.3902
P006745,C006514,0.4829
P008390,C012281,0.1725
C019913,C002913,0.1363
C033282,C033253,0.5355
P004860,C017641,0.7812
C025981,C016425,0.3993
C013213,C013732,0.5442
C001946,C025572,0.8500
P008658,C009547,0.4829
C006343,C030306,0.3913
C012487,C012348,0.5000
P003917,C026341,1.0000
P005851,C022337,0.5000
P012322,C016292,0.0686
C91000226,C91000227,1.0000
P004734,C022975,0.1324
P006274,C002426,0.0130
P014916,C005167,0.2165
P008060,C000921,0.5530
C017925,C001010,0.3000
P001950,C029317,0.3742
C002666,C024196,0.3000
P006647,C002903,0.0742
P000037,C025153,0.2610
C034875,C021678,0.4871
P009100,C003662,0.6913
C011247,C011972,0.4569
P007693,C026458,0.2731
P008596,C005870,0.0646
P009787,C018931,0.0355
P011401,C004353,0.4198
C016784,C023666,0.1938
P014832,C009008,1.0000
C000201,C029041,0.2328
P003572,C032454,0.6510
P013529,C005321,0.1676
P005410,C026357,0.5250
C004093,C030509,0.3076
P012845,C023454,0.9300
P003247,C008250,0.1883
P003283,C006761,0.1701
C031701,C014912,0.4854
P007099,C030536,0.6716
P005728,C012322,1.0000
P013846,C023342,0.0932
P014768,C000130,0.7247
P001215,C011478,0.0851
C034743,C009558,0.3381
P005860,C009889,0.7936
C034444,C022985,0.1521
P001343,C016838,0.4109
C019584,C006459,0.0678
C003437,C029212,0.7000
P005735,C020439,1.1500
P005355,C026400,0.7771
P008420,C019971,0.5555
P009124,C007840,0.1421
P004862,C008576,0.5426
P000019,C009545,0.1033
P007516,C027120,0.0465
C027175,C007928,0.2836
P012122,C031105,0.0776
C010904,C003270,0.5000
C030620,C009469,0.1172
P011106,C015514,1.1500
C012375,C025325,0.5000
C027057,C025763,0.8500
P007320,C029671,0.2250
P003259,C010321,0.1125
C017178,C001237,0.3000
C012620,C033545,0.3000
P000324,C023111,0.0763
P005432,C030729,0.4392
P000701,C019540,0.1125
P003136,C013412,0.8700
C009763,C021873,0.0919
P009081,C019352,0.2250
P010578,C027693,0.3750
C018945,C029903,0.3000
C031683,C018945,0.2459
P013373,C021559,0.9300
P000028,C018105,0.6090
P009170,C023179,0.6510
C91001941,C91001942,1.0000
P013310,C031563,0.2290
C025211,C013000,0.5000
P001559,C025683,0.1620
P006254,C006635,0.4683
P009402,C000395,0.2277
P001749,C034890,0.0879
P011398,C032461,0.8700
P005572,C006368,0.7976
P002064,C017314,0.5000
P001070,C014422,0.1335
C025611,C028603,0.7000
C014371,C008481,0.4679
P007466,C005352,0.1496
P014768,C015398,0.7118
C91001397,C91001398,1.0000
P010981,C034574,0.4754
C033219,C026584,0.7000
P004817,C018070,0.8700
P004482,C034993,0.0881
P012123,C010097,0.5000
C018678,C011711,0.3000
P007075,C004966,0.5750
P004919,C016087,0.2594
C020627,C008413,0.7000
P001028,C029408,0.3842
P011493,C016747,0.3245
P010157,C026934,0.3000
P008300,C020429,0.0808
C010999,C020037,0.2739
P011457,C022824,0.0695
P006038,C016331,0.1500
P000561,C030440,0.2188
C030300,C005916,0.7000
C020021,C033466,0.8500
P011595,C002705,0.0506
C034072,C011013,0.0905
C019253,C003227,0.1067
P007683,C004553,0.5995
P014557,C014437,0.2250
P001134,C005059,0.1329
C016424,C011546,0.7000
P002555,C009874,0.3240
C016326,C020710,0.1412
P011364,C014764,0.1332
P009560,C025893,0.6095
P011183,C009224,0.5801
C006789,C025634,0.7000
C022705,C006577,0.1290
C009907,C032927,0.0620
P002776,C007024,0.3025
P004126,C021756,0.5178
P003751,C029131,0.1097
P014670,C017521,0.7637
P011578,C019152,0.0646
P009207,C029110,0.3240
P005907,C014831,1.0000
P001649,C014566,0.5521
C91001785,C91001786,1.0000
P005915,C025899,0.5703
P002135,C031600,0.0214
P006478,C013966,1.0000
P005984,C007749,0.2366
P005475,C006175,0.0948
P003296,C003828,0.3450
C006775,C007845,0.0878
C005251,C031141,0.3000
P009125,C004555,0.3450
P013199,C002420,0.5750
C030518,C003140,0.7000
P003618,C004009,0.4393
P005684,C018592,0.6510
C019485,C017547,0.3745
C011260,C016587,0.8500
C013305,C021754,0.8500
P010620,C021312,0.2739
P004651,C003711,0.1500
P002607,C004695,0.1439
P012972,C021561,0.1249
P012934,C033766,1.0000
P002740,C013731,0.1015
C006771,C032574,0.0728
P005840,C018303,0.5110
C91000129,C91000130,1.0000
C026057,C000110,0.7000
P011621,C002659,0.0168
P003339,C034958,1.0800
C012570,C031853,0.7000
P010241,C021710,0.6510
P009021,C030316,0.6137
P009394,C028215,0.7560
P011751,C023796,0.6932
C018755,C023450,0.8500
P014110,C000476,0.3388
P001338,C004030,0.2972
P002919,C007017,0.7000
C024713,C033793,0.3178
P005936,C009510,0.3782
C023354,C023803,0.8500
P012627,C018365,1.0800
P001249,C034137,0.0692
P003680,C029633,0.1615
C018403,C003948,0.3000
P007913,C018701,0.2393
C024897,C026314,0.7000
P004845,C007986,0.0586
P011484,C017639,0.7500
P003677,C019194,0.3105
P009248,C004721,0.2250
C024949,C023974,0.5000
C024759,C033899,0.5485
C009467,C026980,0.3863
C010739,C023924,0.5000
P012184,C024739,0.0735
C002710,C019465,0.8500
C018782,C005691,0.1915
P000575,C034406,0.1845
P009407,C021389,1.0000
P003349,C014379,0.5260
C011140,C018805,0.3000
C016980,C005979,0.3000
C91001437,C91001438,1.0000
P001873,C019956,0.2476
C030755,C020649,0.2417
P000249,C017167,1.1500
P014157,C027146,0.0366
P013869,C006912,0.3000
P002227,C011445,0.6090
C020584,C017812,0.2715
C91001047,C91001048,1.0000
P007743,C023814,0.1409
C006963,C018644,0.0905
P014293,C001282,0.4437
P005271,C034913,0.7500
P000727,C018898,0.2250
P013760,C016036,0.9300
P009877,C026204,0.1664
P003742,C020939,0.5280
C007201,C001735,0.2789
C009488,C015612,0.3000
P011489,C019199,0.6291
P002015,C013085,0.2155
P009471,C003324,0.1079
C013162,C026529 ,0.3000
P007763,C025519,0.5859
C91001072,C91001073,1.0000
C024657,C031129,0.3233
C031863,C034924,0.2467
C000535,C032925,0.1709
P013455,C028017,0.6782
C006453,C006437,0.8500
C014571,C018262,0.5000
P007730,C032056,0.0920
P010409,C010096,0.9026
P005470,C021967,0.4472
C010914,C022851,0.3904
P014855,C010660,0.4139
C027321,C005810,0.2250
C021281,C022678,0.5000
P007349,C020621,0.0977
P014709,C026154,0.5400
P010671,C001338 ,0.9300
P010466,C020808,0.1348
 C91001030,C91001031,1.0000
C023520,C028724,0.1815
P001858,C032841,0.5000
C007875,C023892,0.7000
P003605,C017851,0.7000
P012516,C027541,0.4358
P008307,C022835,0.4159
C009177,C028275,0.2990
P013735,C004395,0.1500
C001758,C024275,0.3843
C000966,C029972,0.3095
P003172,C034969,0.3984
P008144,C034058,0.5400
P013785,C013812,0.1947
C91001489,C91001490,1.0000
C007010,C017607,0.4277
P007821,C005358,0.3503
P001469,C004531,0.5750
P013177,C006849,0.4972
C022078,C019326,0.5000
P007480,C006244,0.4370
P007421,C008088,1.0800
C032667,C023422,0.1780
P014417,C011909,0.0281
P010398,C033047,0.0911
P005526,C014819,0.7000
C021579,C032035,0.5000
C033757,C023983,0.8500
P010822,C026027,0.5000
P010042,C025300,0.2803
P003754,C021629,0.2398
C022672,C012790,0.5000
C007057,C027265,0.1191
P006341,C002790,0.5499
P003452,C032504,0.2559
C91000263,C91000264,1.0000
C028592,C019011,0.8500
P011725,C002069,1.0000
P010254,C008185,0.3750
 P005761,C031412,0.1773
C030176,C021845,0.2758
P000923,C029725,1.0000
P005050,C023947,0.8381
P013890,C023506,0.5400
P006248,C015337,0.6905
C024124,C017610,0.1541
C91000834,C91000835,1.0000
C001271,C025581,0.5000
C028069,C025974,0.1327
C006686,C009087,0.5000
P002832,C034860,0.7000
P007900,C022372,0.3000
P000587,C025915,0.0803
P008883,C015183,0.3240
 P002527,C033954,0.7000
P014292,C025143,0.7560
P008503,C016614,0.3757
P012463,C010643,0.2698
P001001,C029373,0.7000
C016450,C020957,0.4122
P003259,C018372,0.2186
C024868,C029675,0.5000
P011620,C010433,0.7000
P012881,C009938,0.1395
P013813,C000739,0.7312
P011758,C023763,0.6123
P001172,C017283,0.2417
C030972,C001598,0.5000
P004193,C017430,0.5834
P008763,C021394,0.5000
P010840,C017455,0.4327
P008334,C009124,1.0800
C029526,C005287,0.7000
C014372,C003873,0.5000
P011847,C022529,0.5000
C91000812,C91000813,1.0000
P003848,C034962,0.3575
C019618,C023979,0.2232
P012386,C030623,0.7806
P008860,C022938,0.4001
P007680,C014639,0.1250
P004271,C017352,0.8050
C91001195,C91001196,1.0000
P006646,C015785,0.2895
C014543,C031956,0.1848
P011181,C022229,0.4750
P008260,C013743,0.1744
P005079,C015404,0.1962
P013023,C014805,0.2610
C005522,C008111,0.3000
P010212,C022360,0.2444
P011065,C027117,0.4473
P003445,C008235,0.1194
P009639,C013401,0.3854
P011335,C016379,0.5400
C033064,C017662,0.7000
C023340,C023235,0.1928
P014280,C003659,0.1349
C019146,C008145,0.8500
P002337,C000010,0.8050
P007399,C033432,0.3631
C004955,C024011,0.1866
P012559,C027326,0.7000
P005591,C007327,0.1091
P008942,C019479,0.0893
P005653,C034437,0.5000
P013325,C032997,0.5000
 P010625,C027219,0.2255
C029854,C011257,0.2780
C002156,C026086,0.2147
C008847,C000460,0.5000
P011885,C026637,0.3528
P002452,C012760,0.9300
C034029,C027261,0.3000
P002451,C021740,0.5342
P010630,C028340,0.3216
C020819,C009775,0.2480
C004415,C005481,0.3000
P002812,C007281,0.3750
C015986,C032496,0.8500
C91001463,C91001464,1.0000
P009518,C031249,0.1620
P003424,C003424,0.5185
P012836,C007879,0.4972
P009745,C015581,0.2919
P010126,C034304,0.2886
C004072,C029267,0.1262
C029833,C032626,0.3564
P005311,C025267,0.2809
P003152,C020278,0.1207
P007538,C000262,0.2104
C91000176,C91000177,1.0000
P002455,C009528,0.6648
P013364,C013248,0.1935
C020679,C014933,0.7000
C000378,C033070,0.5000
P007668,C005319,0.1307
C003242,C014127,0.5000
P012090,C032192,0.0860
P012611,C017925,0.1242
P010741,C002638,0.1500
P001762,C027267,1.0000
P002433,C017796,0.9300
P013331,C027762,0.1395
P014339,C008869,0.1548
P001023,C008640,0.0330
P012437,C000888,0.1019
C021875,C016100,0.7000
P006914,C012625,0.3350
P007048,C002847,0.1500
P001253,C002299,0.3000
P009160,C017985,0.0550
C91001751,C91001752,1.0000
C023663,C014742,0.4665
P012014,C011073,0.4762
P007595,C004385,0.2891
C025261,C023479,0.7000
P005198,C020220,0.2681
C014230,C019802,0.2777
P012654,C024250,1.1500
P006690,C020885,0.5643
P000518,C024880,0.0704
P004954,C018999,0.7013
P000042,C015029,0.1361
P000123,C016413,0.2811
P005309,C006110,0.8700
P014270,C027498,0.1125
C030680,C022087,0.3210
C018393,C028600,0.8500
P001582,C008133,0.4579
P002308,C020758,0.7000
P005655,C009581,0.0652
P003622,C018905,0.1819
C008554,C022545,0.1217
P006153,C026931,0.4083
P003056,C022884,0.3359
C023088,C005566,0.7000
P011992,C004740,0.3008
C002242,C020219,0.1452
C031037,C014897,0.3000
P004432,C026227,0.2790
P009327,C006982,0.5247
P011292,C020810,0.1722
C004267,C004112,0.3000
P010777,C004026,0.3450
P007832,C026197,0.1496
P008493,C024625,0.1319
P007541,C018804,1.1500
C031411,C017451,0.1104
P000164,C028189,0.0473
C017697,C031918,0.2892
P000723,C015945,0.4650
C034758,C024242,0.8500
P009310,C032008,0.7500
P000391,C021411,0.4963
P003776,C007511,0.4715
C026806,C022538,0.7000
C025930,C022363,0.7000
P009654,C032699,0.1330
C004846,C015638,0.3776
P009439,C025571,0.5272
C026722,C003319,0.8500
P002799,C007710,0.5000
P008861,C017011,0.3461
P013909,C019291,0.3938
P000721,C019035,0.7560
P009015,C015146,0.7500
P002816,C000003,0.1950
P003598,C014063,0.1395
C024708,C026377,0.3743
P004813,C026612,0.3000
P004721,C031206,0.1620
P002584,C021637,0.0654
C027908,C020969,0.1456
P012425,C014581 ,0.0572
C011400,C005289,0.3744
P001349,C002364,0.7000
C013796,C015796,0.3000
P000031,C016035,0.7000
P001445,C030196,0.7560
P002306,C029612,0.5051
P008345,C018934,0.6024
P011802,C006889,0.1725
P007791,C005378,0.1500
C027288,C000536,0.0869
P012968,C011238,0.1125
P007018,C025234,0.5000
C004714,C000906,0.1509
P013877,C025507,0.1488
C016869,C014878,0.7000
C91000891,C91000892,1.0000
C013956,C028244,0.4333
P004318,C004203,1.0000
P007844,C015416,0.1563
C014223,C030698,0.3000
P001060,C024867,0.3829
P003181,C005987,0.1500
P014788,C022524,0.1395
 P011848,C023481,0.4118
C009697,C010051,0.3000
C023993,C004194,0.3610
P007174,C032738,0.3175
P000152,C023551,0.1078
P014551,C011736,0.1892
C033830,C022101,0.3000
P013837,C001988,0.4842
P010419,C031593,0.3245
P000744,C034258,0.6381
P009777,C018571,0.7000
P007548,C020993,0.5750
P005573,C018649,0.5225
P005903,C017803,0.3086
C011261,C030734,0.3000
P009541,C023105,0.0851
P006590,C014275,0.1594
P008195,C031886,0.4489
P012349,C012987,0.1725
P002077,C002883,0.3756
P006372,C015837,1.1500
P008694,C018344,0.3559
P003561,C010489,0.0808
C004880,C022732,0.3000
P011227,C014754,0.0817
C002880,C017906,0.3779
C033231,C021330,0.3000
P000326,C030174,0.1500
C003793,C033300,0.7000
P003751,C031890,0.4094
P014110,C005155,0.1500
P010717,C022542,0.3000
P010191,C023495,0.2673
P005445,C005137,0.4016
C028616,C029265,0.5000
P011467,C011893,1.1500
P006783,C000253,0.3000
P012228,C025586 ,0.3141
P000408,C024972,0.0403
P012500,C013668,0.1757
C019927,C007617,0.2705
P004691,C000342,0.0980
P013671,C024853,0.0487
 P009477,C010780,0.9300
P010507,C029688,0.3033
C004155,C034661,0.5000
C001086,C031310,0.2998
P009739,C019462,0.5750
C91001176,C91001177,1.0000
P006283,C004938,0.7000
C022906,C005697,0.2648
P002744,C004617,0.0407
P011521,C018736,0.0634
C014877,C031210,0.8500
C018643,C011135,0.8500
C91001400,C91001401,1.0000
P005712,C031339,0.1500
P002925,C025560,0.2515
C030648,C006148,0.5000
P012388,C019511,0.7237
C003115,C015234,0.3141
C023845,C016744,0.0965
C91000654,C91000655,1.0000
P004650,C023518,0.3052
C000124,C012716,0.3000
C019190,C012058,0.4804
P001322,C000674,0.2382
P004440,C008342,0.1841
P003354,C000478,0.0767
C032377,C015097,0.7000
C007841,C011982,0.5000
C017251,C027983,0.7000
P014836,C006297,0.6510
P012645,C007683,0.5994
P002518,C000260,0.0441
C017504,C003482,0.8500
C001570,C007558,0.3000
P008282,C019519,0.2382
P010687,C028513,1.1500
P001349,C001274,0.3405
P010486,C019640,0.2071
C010262,C017956,0.8500
C011788,C005260,0.2878
P007543,C029698,0.2031
C91001827,C91001828,1.0000
C007566,C020653,0.5000
P000105,C013644,0.1936
P014999,C033312,0.2649
P007504,C014864,0.0730
P003178,C025155,0.2936
P005823,C019872,0.1305
P006104,C030330,0.1190
P009872,C028133,0.0812
P005504,C014502,0.1315
C030852,C020815,0.3000
P006210,C012294,0.0284
C030136,C007134,0.3000
P002142,C004617,0.1405
C007326,C034688,0.3000
P014198,C009632,0.1725
C016833,C028178,0.5000
P013343,C003603,0.4084
C000144,C030056,0.5000
C025220,C002701,0.0887
P005674,C015090,0.3793
P001067,C023323,0.3615
P013433,C009991,0.0763
P014685,C000950,0.0890
C91000050,C91000051,1.0000
C005838,C024339,0.3102
C033296,C002409,0.3868
P000575,C001921,0.5400
P001472,C016211,0.3448
P011828,C017514,0.6035
C008077,C008902,0.1185
P009694,C034334,0.2325
P012316,C012412,0.0398
P014860,C019885,0.5812
C003312,C030954,0.5000
P002649,C012353,0.6510
P002580,C009941,0.0395
C024949,C028809,0.2970
C016114,C029067,0.3509
C021405,C020331,0.1236
P013755,C006213,0.5675
P008741,C003354,0.1935
P014925,C029115,0.1379
C005189,C023185,0.8500
P011734,C011913,0.6809
P005934,C001728,0.6090
P008189,C001363,0.5000
P010613,C002962,0.7000
C011478,C000928,0.2719
P010708,C019971,0.3145
P009220,C032430,0.3565
P010963,C025987,0.5750
P001734,C023460,0.1118
C017284,C015859,0.3000
P007499,C019641,0.1163
C017065,C018531,0.1953
C029127,C028981,0.5000
P003033,C020318,0.2525
P012434,C003637,0.0187
P008783,C032994,0.3000
P014563,C001304,0.5039
P009975,C018771,0.5976
P008125,C011629,1.0000
P008931,C031305,0.0626
P004193,C016581,0.7290
P010262,C019655,0.1405
C023606,C001940,0.3609
P000281,C007840,0.4623
C029539,C012868,0.2350
P001563,C002936,0.7000
P014498,C034839,0.7000
C006933,C001334,0.5000
C003857,C008240,0.1007
P010599,C034984,0.3772
C014966,C018826,0.7000
P000480,C029061,0.7000
C034816,C013915,0.5895
